age,gender,bmi,activity_level,calories_to_maintain_weight
34,F,31.32240185201509,1.5,2360.6175
39,F,32.55803985143165,1.5,2370.531
12,M,21.24443348459747,1.9,2354.6605
7,M,13.005093518438338,1.9,1891.0833
31,M,28.76136682899347,1.2,2062.4124
43,F,35.084327296963416,1.2,1951.0248
6,M,14.223211806896416,1.9,1849.7184
7,F,15.045500896506905,1.5,1600.4445
27,F,25.49796461774724,1.7,2479.3905
13,F,15.528085733436388,1.2,1457.9327999999998
36,M,30.13737311485857,1.2,2083.4148
43,F,34.56651475817734,1.3,2096.3865
9,F,14.569692921221725,1.5,1530.681
43,M,33.61621528830823,1.3,2362.1754
9,M,15.962540427636018,1.5,1510.5795
16,F,19.69290715415779,1.2,1626.6036
44,F,35.502960737750456,1.2,1959.3576
25,M,22.72708857564883,1.7,2619.1577
11,F,14.664124243158266,1.5,1768.149
43,F,33.68714566584326,1.5,2389.419
43,M,34.70391197000736,1.3,2409.2393
31,M,27.58805311663522,1.5,2513.385
72,M,37.10244462410776,1.2,2094.3552
54,F,36.77268465307295,1.3,2105.9376
16,F,18.48306291145655,1.7,2240.3858
20,M,21.64665983220777,1.3,1997.9596
11,F,21.31429955022284,1.9,2365.7242
71,M,35.71824311214555,1.2,2045.46
23,F,23.74746621645317,1.7,2433.3647
13,M,15.79035480896129,1.2,1497.78
40,F,32.35621853132447,1.3,2043.7950000000003
11,M,18.292574899427976,1.9,2490.5086
21,M,21.378182684697865,1.2,1822.4808
21,M,21.666090567504337,1.2,1834.488
8,M,12.789352678890136,1.7,1568.3349999999998
51,M,36.01807303943194,1.3,2405.286
36,F,31.643446357644223,1.3,2044.8506
34,M,31.321677668616392,1.2,2153.8428
8,M,13.6985935373845,1.7,1697.6149
44,F,34.719469472786166,1.5,2418.4725
15,F,20.727105707838213,1.9,2601.2539
44,M,34.93045238951519,1.3,2413.1016
45,F,34.17991911867997,1.3,2074.293
32,M,27.50765728354621,1.7,2835.4844
11,M,15.314901544977827,1.5,1841.637
38,F,32.6491856378676,1.3,2067.0403
9,M,17.036592894501545,1.7,1703.1365
59,M,36.40994778721753,1.3,2350.7887
20,F,21.42320902555386,1.7,2355.6832
15,F,19.66819782092531,1.2,1621.0739999999998
40,M,32.3813623166908,1.2,2151.1956
43,F,34.88441962342004,1.5,2432.358
14,F,19.601091079273424,1.5,2027.4375
3,F,18.9904920173411,1.2,1154.4336
40,M,32.647974921298335,1.2,2158.5588
15,F,20.618767131346964,1.5,2043.5325
6,M,13.908109171654129,1.9,1808.2262
24,M,23.829253371116977,1.5,2384.145
15,M,19.053833166084143,1.2,1759.782
23,F,22.7719971181051,1.7,2392.0071000000003
20,F,21.64289855188252,1.3,1810.6114
20,M,21.487919676096368,1.9,2904.1575999999995
43,F,35.210613854389784,1.7,2771.6324
7,M,15.145408952053677,1.7,1565.4433
45,M,33.84448941200764,1.3,2355.86
28,M,25.167766850425284,1.5,2413.5045
43,F,35.18867891321076,1.5,2444.1585
57,F,36.62211160614231,1.5,2401.503
5,F,19.44819161563688,1.3,1218.2716
20,F,21.573107936330015,1.9,2642.9684
4,F,18.99766492227771,1.2,1154.67
11,M,18.62529474416948,1.9,2236.5660000000003
2,F,16.57854300034105,1.9,1870.436
27,F,25.28073184349784,1.9,2758.5568
12,F,16.151357837873267,1.7,1949.6501
12,F,18.261976103507063,1.2,1493.7959999999998
88,F,36.52692777988936,1.7,2468.4544
15,F,20.406077266243138,1.9,2597.4786
16,F,20.648581119097997,1.2,1627.416
44,F,33.589229951497664,1.3,2058.4863
53,F,35.82652631906597,1.3,2081.0075
10,F,18.340365068111293,1.3,1649.1267
9,M,13.655799501302203,1.9,1718.7077
3,F,20.523045469135585,1.5,1424.757
38,F,32.562494788514336,1.5,2377.515
67,M,36.83042521564921,1.2,2124.468
14,M,20.47389240402731,1.2,1779.2028
49,F,35.93373731641602,1.7,2755.1594
43,M,33.54576710046924,1.2,2176.6776
31,F,28.963187435242112,1.3,1983.8767
19,M,21.528630251554784,1.9,2921.2804
9,M,14.262729217177654,1.9,1740.8787999999995
20,F,21.629297376542823,1.7,2367.0562
18,F,21.370142545407436,1.9,2649.4398
64,M,36.46175393345327,1.2,2133.3432
7,F,15.47138942099382,1.5,1525.7865000000002
40,M,32.24270652673039,1.2,2142.6588
17,M,19.93901447651439,1.9,2815.0837
24,F,23.36618207716348,1.3,1842.0181
30,F,29.08364553294553,1.2,1842.7236
29,F,25.54591077614658,1.5,2174.208
11,M,19.646089062995934,1.9,2568.0058
7,F,19.781348171714985,1.9,2046.5717
15,F,18.67600332836796,1.2,1588.2155999999998
3,F,15.916810504269485,1.9,1755.1382999999998
32,M,27.362175179128908,1.2,1994.8404
21,M,21.53790483763941,1.7,2595.0449
19,F,21.46194912661324,1.7,2365.7557
39,M,32.4887536441662,1.2,2165.454
31,F,28.256904037154808,1.2,1811.6664
6,F,15.868137215300914,1.7,1871.8547
17,M,20.648758543145124,1.5,2205.5595000000003
24,M,23.482055184679574,1.5,2362.0215
27,F,24.74079342309199,1.5,2158.7685
40,F,32.15870295249621,1.3,2036.0496
29,M,24.839630844134582,1.5,2386.7955
11,M,15.565955526867132,1.5,1789.362
7,M,15.72779230457428,1.7,1775.0192999999997
35,M,30.08025346853073,1.2,2092.4052
20,M,21.478172232274552,1.2,1834.272
16,M,19.88920752374169,1.5,2165.865
16,F,20.467161430586746,1.2,1642.794
28,M,25.35793024430883,1.5,2427.0615
89,F,37.074277032406776,1.2,1753.086
83,M,35.805970669923404,1.2,1950.3324
27,M,24.98298620174827,1.5,2417.46
44,M,34.4366787718948,1.5,2758.5195
27,M,25.602625528660365,1.3,2121.7677
28,M,25.254573392605675,1.3,2096.0901
4,F,13.818605078313562,1.7,1636.318
16,M,20.01363139359983,1.5,2199.8205
20,M,21.69208508132405,1.2,1847.1384
37,M,31.54390466380862,1.2,2135.4564
27,F,25.54196393987777,1.9,2773.4737
10,M,21.39383422522873,1.9,2408.0866
6,M,14.474319615886584,1.7,1523.336
23,M,23.09203029649001,1.3,2039.3529
28,M,25.05804025625677,1.3,2087.1175
35,M,31.22945948556381,1.2,2140.5444
23,F,23.110079119334333,1.7,2405.0818
19,M,21.42175864991617,1.9,2916.9579
20,M,21.58036773036162,1.3,1994.5978
44,F,34.87806237008849,1.5,2424.678
40,M,32.711124564342285,1.2,2165.0988
36,F,30.421888079057503,1.3,2002.9646
5,M,21.750491368879903,1.5,1028.454
13,M,20.089980504760582,1.3,1628.9793
14,M,20.506074211311454,1.9,2821.0839
13,M,16.492426035255786,1.2,1491.5123999999998
21,M,21.447704731972408,1.7,2588.5339
11,M,16.586008245403175,1.7,2184.4456
42,F,33.831868994605664,1.5,2400.183
40,M,32.65138822339135,1.2,2159.3112
22,F,23.219368272467783,1.7,2419.9959
25,F,23.371825511096223,1.7,2402.8718
15,M,20.544564030366708,1.2,1781.5068
20,M,21.51650358937376,1.7,2603.6452
9,F,17.0662641588896,1.5,1544.049
44,F,34.061254517788726,1.3,2073.6274
8,M,13.21214276726358,1.9,1710.4541
21,F,21.692100807339926,1.7,2359.0254
20,M,21.586457972496685,1.2,1838.5044
2,F,18.97554893819783,1.7,1596.4768
35,F,31.573182940460068,1.3,2048.1981
43,M,35.11363637194934,1.5,2806.4265
44,M,35.29894214959986,1.3,2430.7309
21,F,21.32745637740833,1.9,2620.0126
39,F,32.47499506258159,1.5,2368.4145
23,M,23.29134869161437,1.5,2365.4205
21,F,21.318440155845472,1.3,1791.7926
20,M,21.439382613511786,1.9,2902.2443
41,M,32.53601163224038,1.2,2148.2508
40,F,32.74291641887797,1.5,2370.5055
43,F,34.60552518328626,1.5,2420.568
31,F,27.77395989921648,1.9,2844.1727
18,M,21.577259149269302,1.9,2936.5507
24,F,23.536515954183173,1.3,1847.0985
20,M,21.347118250659985,1.2,1830.8544
17,F,19.683934652167984,1.5,1998.9615
10,M,19.328265037443867,1.9,2448.3267
37,M,31.583109721476056,1.2,2138.0712
15,M,19.3724385883026,1.7,2434.1093
27,F,25.018999953075618,1.5,2167.221
45,M,34.02814425137777,1.3,2361.7932
19,M,21.620260458160303,1.7,2620.4395
45,M,34.52749365484112,1.3,2389.4702
31,F,28.3796404388062,1.3,1964.3091
3,F,17.904089450825573,1.9,1774.7310999999995
43,M,34.28021025644187,1.2,2211.0336
18,M,21.43994883983842,1.3,2002.4017
57,F,36.92001519306328,1.5,2410.7865
51,F,36.06928938178879,1.3,2097.9088
33,M,29.46731862550245,1.2,2081.0712
26,F,24.874426444904707,1.5,2170.641
23,M,23.443848923652748,1.5,2373.8085
14,M,18.597773048087102,1.7,2421.5378
27,F,25.28260366955174,1.9,2758.7088
6,F,14.733441517638566,1.5,1583.3325
12,M,21.651852757957645,1.7,2172.0458
32,F,28.088219029132844,1.2,1801.3368
40,M,32.319625285541335,1.2,2144.9652
20,M,21.45000999593442,1.2,1834.248
32,F,28.07067462665645,1.3,1950.0728
31,M,28.170685933865,1.2,2040.6804
22,M,23.043546038174963,1.3,2046.5627
20,M,21.680998140095284,1.3,1999.9564000000005
81,M,35.91945270572246,1.5,2462.31
37,M,31.27661462629663,1.2,2125.3236
7,M,19.024761586988145,1.2,1155.2099999999998
11,F,21.428788257312707,1.9,2424.343
41,F,32.45299403027741,1.5,2354.541
30,M,28.564233097227635,1.2,2062.9308
12,F,19.918568926089957,1.3,1560.8957000000005
9,M,18.22937702569709,1.5,1483.6665
14,M,18.688259983475195,1.9,2754.1374
30,F,29.110470181923173,1.2,1843.7412
8,F,14.26894776073812,1.5,1601.631
33,F,27.688918733703535,1.9,2821.4753
24,F,22.85555272353084,1.7,2387.9305
4,F,13.838942082389842,1.7,1638.4974
42,F,35.35771899903071,1.5,2457.0495
77,M,37.12751203159888,1.2,2053.8204
39,F,32.30379177377453,1.5,2360.9205
38,F,32.18170775940408,1.3,2050.3366
12,F,22.649299590817257,1.9,2393.658
4,M,20.716867785395603,1.9,1352.8228
34,M,30.84384593061536,1.2,2131.2252
89,M,36.41240617779107,1.3,2088.2329
12,M,15.99430877550856,1.2,1516.5684
24,M,23.46084797756044,1.5,2360.766
4,M,16.06460842433569,1.9,1481.0081999999998
75,F,35.96370145506578,1.5,2247.2925
85,F,36.148169803490624,1.5,2184.5565
39,F,32.680831497844764,1.5,2375.0835
2,F,17.701124331123914,1.5,1456.1685
32,M,28.069727110255545,1.5,2532.837
79,F,36.025655066885435,1.7,2518.7948
21,M,21.553497419861795,1.3,1984.1497
27,M,25.452873878793785,1.2,1954.5012
12,M,20.098554896122568,1.3,1756.8369
15,M,20.10966525700984,1.9,2854.0052
47,M,36.095740920275375,1.5,2816.3010000000004
28,F,24.894862012482196,1.5,2156.0565
33,F,28.293329480935235,1.3,1950.4095
8,F,16.095197412661253,1.7,1801.5308
7,M,17.923618989637315,1.9,1896.6009
27,M,25.315016177750508,1.7,2760.8017
16,M,20.752017330299065,1.3,1952.0384
19,M,21.424602820105065,1.2,1843.0176
42,F,33.89579006183131,1.5,2400.999
9,F,15.233527288706844,1.7,1844.7448
26,M,25.457496627225524,1.5,2451.5775
78,M,36.27260436487612,1.5,2515.773
43,F,33.86631989570207,1.3,2074.9404
30,M,28.075241857164272,1.2,2045.2944
15,M,18.18744611794675,1.3,1864.668
7,M,12.395742859726596,1.9,1802.5167
6,M,17.235785419774132,1.7,1639.4902
39,M,32.173828521673,1.2,2150.9832
40,F,32.446090750760945,1.5,2362.8705
14,F,19.87314916773464,1.9,2588.6816
13,F,19.227156982715183,1.9,2361.4834
42,M,35.470931174177814,1.3,2460.6933
15,F,19.45884490406192,1.5,2013.087
36,M,30.113543610796228,1.2,2084.8476
10,F,20.03453271865223,1.7,2200.2318
25,F,23.263502417312644,1.3,1832.4891
43,M,35.36080024112178,1.5,2822.7225
43,F,35.2829836557688,1.3,2122.2643
26,F,25.52739083270349,1.2,1754.4636
9,M,19.304315298797206,1.5,1418.7195
28,F,24.879202007099625,1.7,2442.6586
28,F,25.45062258581816,1.5,2178.915
45,F,34.214497226004426,1.3,2075.1549
7,M,15.060297160296262,1.9,1658.5081
21,M,21.30522994926053,1.7,2578.2438
28,M,24.985114274553744,1.5,2402.94
64,M,37.12104803249908,1.2,2159.1504
75,F,36.71445752194827,1.3,1972.4107
4,M,17.46681417877281,1.9,1497.2855
22,F,22.770210556389397,1.3,1834.5938
43,M,34.20505483313308,1.3,2387.9349
13,F,14.27031435054156,1.5,1773.969
22,F,23.7827442748224,1.5,2154.7155
42,M,34.22496637305602,1.2,2212.182
16,M,19.22316087359204,1.3,1846.7202
15,M,21.043913146548583,1.2,1815.4932
86,F,36.277851707945686,1.9,2768.1898
8,M,15.388233655804276,1.5,1518.8490000000002
32,M,27.472526499486595,1.3,2164.2205000000004
27,M,24.97497980932847,1.5,2411.772
27,F,25.40746406671489,1.7,2472.5259
27,F,25.07157537394451,1.5,2168.193
7,F,12.574536623794408,1.5,1540.902
42,F,33.81921762577559,1.5,2400.7485
35,F,30.70758497362575,1.3,2018.9377
24,F,23.353542995968404,1.3,1841.125
24,F,23.396140828037897,1.7,2411.7934
31,F,27.766849927877946,1.2,1794.636
12,M,18.62240242353865,1.9,2411.0734
40,F,32.35809040737301,1.3,2044.0667
21,M,21.34057781295323,1.7,2579.1329
12,F,16.475355305452727,1.5,1801.491
36,M,31.324327216851508,1.2,2133.9588
23,M,23.271722410568422,1.3,2047.8614
18,M,21.27392000354857,1.2,1844.118
2,F,14.515745805916048,1.9,1855.3481
34,F,30.36744728172961,1.3,2012.4676
33,F,27.86382224629381,1.2,1788.7056
44,F,33.97352296868647,1.3,2073.1308
3,F,17.415523254591353,1.9,1760.4564
43,M,35.11990952770025,1.5,2807.8095000000003
44,M,35.223864825289546,1.3,2431.6084
38,F,32.27143418290601,1.5,2369.0595000000003
20,M,21.298583187252845,1.7,2591.8251
28,M,25.427905005178683,1.3,2102.8111
12,M,17.877145545773644,1.9,2416.6689
40,F,32.64443154929903,1.5,2368.437
20,M,21.655294297905577,1.3,1996.4451
14,M,20.96089160064472,1.3,1957.1747
27,F,25.492358729831885,1.9,2769.839
18,F,21.773545036330237,1.3,1825.9631
14,F,19.8727290308028,1.9,2598.3469
4,F,14.329511991925235,1.7,1620.7511
33,M,29.23486606450588,1.2,2068.6056
16,F,21.273892269039667,1.9,2595.1435
11,F,17.026465520532312,1.9,2383.6013
12,M,17.32119237810786,1.5,1904.7705
4,F,12.721366702100806,1.7,1566.482
43,M,33.72339265267372,1.3,2368.6585
23,M,22.837151433451503,1.3,2025.244
45,F,35.093422071060694,1.3,2102.3522
19,F,21.407418432203265,1.7,2365.1471
20,F,21.534165965028315,1.3,1806.4007
4,F,18.768974061019158,1.7,1595.5792
26,M,25.01433911960136,1.7,2752.0263
11,F,22.483924138801022,1.7,2179.3184
83,F,36.234128444296346,1.7,2494.5018
16,F,20.460454487188905,1.3,1779.6922
36,F,30.15516883110028,1.2,1841.4996
18,F,21.465026758772492,1.3,1814.7246
10,M,17.20031306012964,1.9,2378.7183
15,F,20.70696473362186,1.2,1646.7587999999998
34,F,30.11490129737121,1.3,2006.3173
82,M,36.091225089471614,1.7,2791.0651000000003
9,F,16.830191209862893,1.5,1613.1315
12,M,14.015221944848616,1.5,1849.062
53,F,35.910496762828444,1.3,2080.5369
13,F,20.956107633680112,1.9,2354.2501
19,M,21.318882261143592,1.3,1990.0205
28,F,25.171238558639622,1.5,2166.1125
31,M,28.160712636180328,1.3,2210.8697
44,F,34.53879547689877,1.5,2412.828
27,M,24.769990750531825,1.5,2403.7545
26,F,25.0960770950019,1.9,2758.9367999999995
10,F,18.73867891099498,1.7,2171.5545
40,M,32.720357918648205,1.2,2163.6396
5,F,24.37471480307084,1.9,1802.4635
43,M,34.562413266956746,1.2,2219.55
36,M,30.3326977876331,1.2,2094.2436
12,M,16.27981168873552,1.3,1625.9451
4,F,15.539854018775037,1.9,1845.0102
39,F,32.3385612978385,1.3,2049.4565
2,F,19.821252729582845,1.2,1173.6348
45,F,35.432367929276666,1.5,2442.2805
10,F,17.94283454093533,1.3,1686.5537
43,M,34.032563513643225,1.2,2199.0288
21,M,21.391952039224822,1.7,2583.2486
13,M,17.196190189290235,1.3,1600.8928
21,M,21.34216831831447,1.7,2579.3879
20,F,21.43156501785919,1.9,2635.4482
20,M,21.68663934796829,1.2,1842.5796
39,F,32.54086963794196,1.3,2056.7248
53,M,37.04142104956192,1.5,2809.7925
12,M,20.282066063545678,1.3,1594.463
4,F,12.895243729900027,1.9,1743.6965
23,F,22.74144363584304,1.7,2389.9875
4,F,14.68120457484592,1.9,1807.223
39,F,32.33606099595227,1.3,2048.1123
26,F,25.064171170632623,1.7,2465.3995
14,F,19.21736598441804,1.2,1611.8556
31,F,28.971097383238423,1.3,1985.1247
43,F,35.42693312906655,1.3,2126.8923
16,M,19.171560897841434,1.2,1754.2272
82,M,36.85246472675127,1.2,2004.2472
24,M,22.91724393783864,1.3,2019.3459000000005
43,F,33.370267996897894,1.3,2059.7226
20,F,21.635425572509096,1.3,1810.0212
44,M,34.56021796060567,1.2,2213.9616
28,M,25.459896480293068,1.7,2757.8454
14,F,19.4473848388209,1.3,1754.6776
30,F,28.02492177454491,1.2,1808.046
38,M,32.184086200636514,1.2,2160.1536
11,M,20.211630205203363,1.2,1633.1892
28,F,25.224931911478816,1.5,2167.9995
4,F,11.027899163052052,1.7,1583.2542
5,F,18.02008702478683,1.9,1810.6468
10,M,15.304162617775583,1.2,1513.0824
39,F,32.522282024159786,1.5,2372.235
20,M,21.686994588410982,1.2,1845.924
44,F,33.34205343381665,1.5,2369.205
32,F,27.817113541496383,1.9,2838.6285000000003
16,M,19.11207374701597,1.9,2750.2196
15,F,18.411184838165585,1.7,2245.1662
9,M,13.881271861305407,1.7,1617.5789
51,F,35.99322641692477,1.3,2096.8402
20,M,21.682100119755034,1.7,2614.5354
20,F,21.34318532971724,1.7,2352.0775
7,M,14.112233531424607,1.9,1722.0118
27,M,25.285723842610704,1.5,2429.8635000000004
7,M,16.917053121512225,1.7,1606.0835
39,F,32.25653011459311,1.5,2362.5945
11,F,17.73405509447829,1.5,1773.087
38,M,32.45672739938527,1.2,2170.4196
20,M,21.3515290143426,1.9,2897.3119
19,M,21.349061897932987,1.2,1839.4848
13,M,15.994092785902252,1.9,2457.0249
26,F,25.41847945302572,1.9,2775.8734
2,F,15.86165248969496,1.9,1769.5479
15,F,20.53518278431897,1.2,1628.5704
41,F,32.422587955433194,1.5,2353.014
11,M,16.60733801924433,1.2,1582.9212
20,F,21.69835810569422,1.9,2646.8881
80,M,35.97296573613411,1.5,2476.026
4,F,16.53014055544445,1.9,1748.5282
15,M,20.872710755649383,1.3,1960.6288
8,M,13.338836183611615,1.9,1733.0185
28,M,25.594412981969302,1.2,1951.3152
20,M,21.415856989378792,1.3,1985.7331
43,M,34.48629877518172,1.2,2214.7716
17,M,20.11126103638321,1.2,1772.7732
44,F,34.20032519859603,1.5,2401.0185
42,M,35.01057158360901,1.5,2808.7575
27,F,24.814624759926733,1.7,2449.0931
12,F,14.578226677681457,1.9,2240.6111
8,M,15.619787882702154,1.5,1551.4545000000005
42,F,34.60465414413994,1.7,2752.6689
20,F,21.538811259257265,1.9,2640.7454
11,M,16.170616772154826,1.3,1507.3708
11,M,18.43608549253442,1.3,1742.6838000000002
42,F,34.796096511398964,1.7,2762.8808
23,M,23.533963816145715,1.5,2374.1535
3,F,15.530087239187075,1.7,1607.3432
34,M,31.362078503734235,1.2,2153.0148
8,M,14.042291631011947,1.7,1721.4676
59,M,36.95108925435187,1.2,2191.6092
77,F,36.045003673994415,1.5,2238.6975
52,F,35.84118695245791,1.3,2083.77
24,M,23.417615295011217,1.3,2044.2708
31,M,28.537573944617908,1.2,2055.4632
36,M,31.65718109899032,1.2,2148.8724
7,M,13.580359513901271,1.7,1689.9224
12,M,16.97321882470248,1.5,1932.7335
15,F,18.791324386633143,1.5,1983.465
5,F,15.869302873393218,1.9,1856.1233
40,F,32.724391139184746,1.5,2371.707
40,F,32.372279088104435,1.5,2360.298
28,M,25.57716002817549,1.5,2437.6005
11,F,20.340504561066165,1.2,1554.2436
40,F,32.64228361987446,1.5,2369.9565
88,M,37.12258286237866,1.5,2453.94
27,F,25.40278581323098,1.5,2183.094
26,F,24.98446639943472,1.5,2174.3925
15,F,20.819727779725252,1.3,1794.1339
11,F,21.843972542494274,1.3,1628.406
43,F,33.875965071298936,1.5,2394.3225
27,M,25.189582534152592,1.7,2751.4007
44,F,35.39895558297773,1.3,2121.7846
45,M,34.308841465747506,1.2,2191.3296
44,F,35.08309087300608,1.5,2432.9745
16,F,19.48031631421096,1.2,1599.3156
29,F,25.503436979208814,1.5,2172.9255
8,F,19.12515849859173,1.9,2031.7612
12,F,17.53446011651464,1.2,1515.9792
9,F,16.599944617977084,1.5,1616.7464999999995
23,M,23.601426396735533,1.5,2377.3695
16,M,20.652315668437968,1.3,1966.1525
11,M,17.355857063806177,1.2,1558.4988
20,F,21.73484147043556,1.7,2371.6275
31,F,27.83897194759954,1.5,2246.292
20,F,21.744697571474997,1.7,2370.4511
79,M,36.07286352686252,1.3,2156.5882
18,M,21.752547907088925,1.9,2948.9538999999995
28,M,24.83322428015991,1.5,2399.2335000000003
31,M,27.85028891787095,1.2,2024.7108
74,M,36.02457047420286,1.3,2201.056
44,M,35.47285552218967,1.3,2437.4727000000003
42,M,33.37138281624259,1.2,2176.9776
15,M,18.84679902369078,1.7,2435.0936
18,F,21.779065978703265,1.3,1824.836
31,M,27.526209491015145,1.5,2515.782
3,F,18.972577131442517,1.3,1231.828
71,M,36.51351093303908,1.3,2249.7982
32,M,28.395595530906437,1.5,2548.284
29,F,25.377513134068558,1.5,2166.555
3,F,16.16732615994798,1.7,1672.5637
18,M,21.305452610313928,1.7,2612.9782
29,M,25.601512583061847,1.7,2750.9145
20,F,21.35556905623102,1.9,2631.2017
8,M,12.388907493403558,1.7,1584.1671
23,M,23.54904011735963,1.5,2377.0665
24,F,23.32085279513692,1.7,2408.3628
11,M,21.439141984015052,1.9,2561.6826
15,M,19.67600437968585,1.2,1762.9332000000002
43,F,34.32173175572583,1.3,2088.1783
37,M,31.02570791802508,1.2,2116.71
19,M,21.72171475405964,1.9,2938.7832
50,M,36.40645713345452,1.3,2428.3792
80,F,36.401289980720165,1.9,2827.3254
20,F,21.714824986390948,1.3,1810.3514
